Name,Team,Nationalaty,age,CrsINJURY,Matches Played_x,Minutes / Div By 90_x,Goals_x,Asissts_x,Yellows_x,Reds_x,Total Shots_x,Passes Attemted_x,Passes Total Distance_x,Short Passes_x,Medium Passes_x,Long Passes_x,Cross Passes_x,Head Pases_x,Tackeled_x,Tackeled Dribbels_x,Pressure Applying_x,Blocks_x,Shots Blocks_x,Clearence_x,Touches_x,Touches Defencive Penalty Area_x,Touches Defencive 3RD_x,Touches Mid 3RD_x,Touches Attacking 3RD_x,Touches Attacking Penalty Area_x,Touches Live Game_x,Dribbels Succes_x,Dribbels Attempted_x,Carries_x,Carries To Distance_x,Carries Proggresive_x,Carries Proggresive Foword_x,Carries Tackeled_x,Reciving Passes_x,Fouls Commited_x,Fouls Drawn_x,Tackele Won_x,looseBallRecovered_x,Aerial Duals Won_x,Aerial Duals Lost_x,Matches Played_y,Minutes / Div By 90_y,Goals_y,Asissts_y,Yellows_y,Reds_y,Total Shots_y,Passes Attemted_y,Passes Total Distance_y,Short Passes_y,Medium Passes_y,Long Passes_y,Cross Passes_y,Head Pases_y,Tackeled_y,Tackeled Dribbels_y,Pressure Applying_y,Blocks_y,Shots Blocks_y,Clearence_y,Touches_y,Touches Defencive Penalty Area_y,Touches Defencive 3RD_y,Touches Mid 3RD_y,Touches Attacking 3RD_y,Touches Attacking Penalty Area_y,Touches Live Game_y,Dribbels Succes_y,Dribbels Attempted_y,Carries_y,Carries To Distance_y,Carries Proggresive_y,Carries Proggresive Foword_y,Carries Tackeled_y,Reciving Passes_y,Fouls Commited_y,Fouls Drawn_y,Tackele Won_y,looseBallRecovered_y,Aerial Duals Won_y,Aerial Duals Lost_y,Position_AMF,Position_DF,Position_DMF,Position_FW,Position_MF,Christmas-played-games,Number of Inj,inj22,Freq Inj,inj days 20-21,inj days 19-20,inj days 18-19,Sus days 22,sus days 20-21,sus days 19-20,sus days 18-19,Career Suspension days,Career INJ days,Suspended,Knock,Hamstring,Ankle/Foot Injury,Knee Injury,Thigh Muscle Strain,Groin/Pelvis Injury,Illness,Virus,Calf/Shin Injury,Groin Strain,Back Injury,Hip/Thigh Injury,Calf Muscle Strain,Thigh Muscle Rupture,Shoulder Injury,Head Injury,Foot Injury,ACL Knee Ligament Injury,Ankle Ligaments,MCL Knee Ligament Injury,Concussion,Sprained Ankle,Rib Injury,Toe Injury,Achilles tendonitis,Thumb / Wrist Injury
Jack Harrison,Leeds United,1,25,1,17,14.3,2,2,2,0,24,434,4468,221,127,57,61,13,18,12,203,20,0,16,593,14,105,245,293,41,577,16,35,457,2918,1915,106,33,537,16,8,17,75,11,25,37,32.1,8,8,2,0,47,1162,13468,506,398,186,119,39,67,19,632,39,3,26,1556,40,294,561,800,119,1497,46,78,1117,6432,3767,202,67,1435,33,34,35,208,30,41,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Stephens,Southampton,1,27,0,7,6.4,0,0,2,0,0,264,4331,77,120,61,1,10,15,4,59,9,5,34,330,44,171,174,16,2,316,0,1,177,1243,777,21,0,198,9,3,7,48,14,12,22,20.2,0,0,3,0,8,1016,17222,317,490,187,1,51,37,17,169,41,13,84,1217,120,580,661,69,11,1161,3,4,701,4264,2408,63,8,811,11,9,20,175,26,18,0,1,0,0,0,2,3.0,0.5,22.0,0.0,0.0,0.03287671232876712,0.0,0.0,0.0,0.0,0.007471980074719801,0.023910336239103363,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob Murphy,Newcastle Utd,1,26,0,15,8.3,1,1,2,0,13,347,4070,127,124,71,29,16,29,9,152,15,1,7,445,20,134,179,162,23,366,7,13,251,1762,1058,55,10,253,12,9,15,71,7,11,31,22.0,3,4,3,0,44,608,7545,224,220,128,68,20,49,29,351,41,5,34,846,49,300,339,286,28,724,44,63,546,3223,2032,86,38,563,29,35,38,108,5,19,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob Ramsey,Aston Villa,1,20,0,15,10.1,2,0,2,0,17,308,4600,133,114,45,8,11,18,6,199,15,2,8,442,10,76,219,190,23,437,7,12,310,1983,1035,51,15,376,15,27,11,63,9,12,25,9.5,0,1,2,0,16,220,3360,98,80,30,9,13,11,0,199,17,6,9,316,18,70,146,126,21,315,9,14,201,1233,551,20,12,273,22,14,10,54,5,17,1,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jadon Sancho,Manchester Utd,1,21,0,19,11.4,2,0,0,0,13,504,6019,298,164,20,16,14,12,6,181,14,2,5,612,12,82,281,319,42,605,16,31,463,3003,1953,102,25,595,4,4,6,69,0,10,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,8.0,0.04,23.0,0.1589041095890411,0.00821917808219178,0.005479452054794521,0.0,0.0,0.0,0.0,0.0,0.03780821917808219,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jakob Sørensen,Norwich City,0,23,0,4,2.9,0,0,0,0,3,95,1902,30,39,24,0,4,7,1,46,7,2,9,127,22,63,60,10,3,123,1,1,68,352,199,5,2,80,4,0,6,16,6,4,34,23.8,1,1,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,25,37,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jakub Moder,Brighton,0,22,0,17,11.7,1,2,1,0,18,417,5062,175,166,43,22,11,19,12,173,13,1,15,545,20,111,224,242,40,527,4,14,342,1841,829,44,13,479,17,11,17,70,10,23,13,8.2,0,0,0,0,14,268,2874,135,90,24,16,7,16,4,134,17,1,14,369,18,67,149,177,25,361,9,16,259,1575,889,50,6,303,14,6,8,47,6,12,1,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamaal Lascelles,Newcastle Utd,1,28,0,15,15.0,1,0,5,0,11,408,7257,98,214,87,2,40,10,2,83,30,18,87,574,156,397,150,40,28,568,1,1,251,974,401,6,3,320,14,1,7,99,60,20,21,19.6,3,1,5,0,16,599,10618,146,300,141,1,45,19,4,148,39,18,108,806,180,544,246,36,17,790,2,3,404,1765,687,14,1,474,22,9,12,142,53,20,0,1,0,0,0,1,20.0,0.21333333333333335,5.0,0.40821917808219177,0.24383561643835616,0.21095890410958903,0.02666666666666667,0.0,0.0,0.0,0.00410958904109589,0.09429223744292238,3.0,1.0,2.0,8.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
James Maddison,Leicester City,1,25,1,24,16.4,6,6,3,0,45,546,7541,201,186,132,27,8,18,3,254,12,0,2,703,9,72,361,313,51,619,25,39,510,2514,1345,77,15,620,11,52,13,70,5,11,42,29.8,11,9,4,0,98,1307,17417,561,422,256,60,29,41,10,402,15,1,6,1656,7,113,793,847,87,1479,39,69,1151,5593,2789,168,51,1496,37,102,34,181,4,22,1,0,0,0,0,2,14.0,0.06666666666666667,22.0,0.16986301369863013,0.052054794520547946,0.0821917808219178,0.0,0.0,0.0,0.0136986301369863,0.00213089802130898,0.060578386605783865,2.0,2.0,0.0,1.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Milner,Liverpool,1,35,0,16,7.7,0,3,5,0,8,550,8650,198,225,106,24,16,23,10,103,13,3,17,639,32,156,303,202,9,581,2,3,396,1370,703,27,5,465,19,16,18,77,7,7,36,19.6,0,1,6,0,24,1156,18496,459,455,194,55,29,39,13,284,47,4,24,1342,36,250,763,390,32,1262,10,21,874,3558,1866,85,15,1017,31,21,30,178,31,17,0,0,1,0,0,2,31.0,0.3933333333333333,17.0,0.15616438356164383,0.21095890410958903,0.12876712328767123,0.0,0.0,0.0,0.0,0.003460706560922855,0.05335255948089401,3.0,8.0,9.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Tarkowski,Burnley,1,29,0,15,15.0,1,2,6,0,12,441,8133,102,182,148,0,67,24,10,113,36,26,67,618,119,302,285,50,31,611,2,4,245,1137,545,11,3,300,18,11,13,158,72,38,39,39.3,1,0,7,0,25,1167,20747,286,458,401,5,152,74,30,252,70,46,236,1650,263,884,707,132,72,1616,11,13,667,3576,1805,41,7,829,36,37,50,358,184,62,0,1,0,0,0,1,9.0,0.0,15.0,0.03561643835616438,0.0,0.11506849315068493,0.08,0.0,0.0,0.0,0.008008429926238146,0.040463645943097995,6.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
James Tomkins,Crystal Palace,1,32,0,7,5.9,1,0,1,0,5,266,5576,48,143,71,1,14,12,5,36,11,7,14,309,84,221,88,6,5,292,2,2,163,776,346,7,0,201,6,2,8,43,11,7,9,7.1,0,0,1,0,2,164,2909,36,72,52,0,14,6,5,39,8,3,52,235,61,160,74,6,6,229,0,0,99,367,207,4,0,120,4,2,4,41,14,10,0,1,0,0,0,3,31.0,0.0,12.0,0.37534246575342467,0.0,0.1506849315068493,0.0,0.0,0.0,0.019178082191780823,0.0030821917808219177,0.20068493150684932,3.0,5.0,4.0,3.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Ward Prowse,Southampton,1,27,0,17,16.3,3,2,2,1,21,841,12253,298,326,193,42,38,23,6,228,25,6,13,977,33,184,533,295,13,827,9,13,525,1840,839,43,14,591,20,17,15,166,14,22,44,44.0,9,7,5,0,48,2619,37952,1040,1011,498,93,129,84,29,630,71,5,76,2989,103,676,1768,693,23,2637,15,23,1551,6986,3475,120,17,1966,60,39,61,483,49,64,0,0,0,0,1,2,7.0,0.006666666666666667,22.0,0.0547945205479452,0.021917808219178082,0.0,0.16666666666666666,0.0,0.0,0.0,0.00797011207970112,0.0323785803237858,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamie Vardy,Leicester City,1,34,1,21,16.8,11,1,2,0,44,196,2332,90,78,15,16,12,3,0,199,8,1,11,298,12,21,129,169,72,267,8,13,155,1020,627,35,8,498,11,12,3,31,20,32,42,37.9,17,9,1,0,86,505,5054,280,147,40,29,38,16,3,316,17,5,31,789,35,63,299,470,196,742,33,57,448,2619,1322,81,19,1386,30,31,11,97,65,80,0,0,0,1,0,2,25.0,0.006666666666666667,15.0,0.12602739726027398,0.06575342465753424,0.10684931506849316,0.0,0.0,0.0,0.043835616438356165,0.007762557077625571,0.026788432267884323,6.0,0.0,2.0,1.0,0.0,2.0,4.0,1.0,0.0,3.0,7.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan Bednarek,Southampton,0,25,0,14,12.5,1,0,3,0,5,565,9662,161,284,117,2,41,16,5,82,17,9,66,693,82,359,344,25,9,668,1,1,381,1711,914,11,1,413,9,8,11,120,43,21,42,40.3,1,1,7,1,11,2005,32478,675,961,332,0,132,48,23,284,59,28,216,2414,306,1336,1143,56,17,2328,2,4,1356,7025,3596,78,4,1510,38,17,34,410,110,51,0,1,0,0,0,2,5.0,0.04666666666666667,13.0,0.019178082191780823,0.0136986301369863,0.0,0.0,0.0,0.0,0.00821917808219178,0.0009132420091324201,0.0073059360730593605,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jannik Vestergaard,Leicester City,0,29,0,13,7.9,0,0,2,0,3,374,7772,91,200,76,1,12,15,7,54,13,9,43,455,80,241,218,13,6,448,3,4,295,1627,787,23,0,313,6,2,13,58,26,11,32,30.4,3,0,4,1,23,1712,29904,542,825,321,2,104,61,31,215,38,19,159,2025,280,1082,976,103,45,1985,12,17,1198,6948,3848,109,5,1394,26,13,43,309,108,46,0,1,0,0,0,2,10.0,0.2866666666666667,15.0,0.12876712328767123,0.08767123287671233,0.2273972602739726,0.0,0.0,0.0,0.0,0.0,0.04320337197049526,0.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japhet Tanganga,Tottenham,1,22,0,13,9.6,0,0,3,1,5,236,3234,109,84,36,9,12,11,2,76,12,4,23,312,29,113,135,86,9,270,2,5,159,684,447,16,8,189,16,8,9,30,14,7,13,10.2,0,0,3,0,5,383,5317,164,159,44,4,34,8,3,102,14,5,32,452,36,171,238,64,4,405,13,16,242,1115,552,17,5,267,19,11,10,96,23,10,0,1,0,0,0,3,5.0,0.0,4.0,0.2356164383561644,0.07123287671232877,0.0,0.02,0.0,0.0,0.0,0.0013698630136986301,0.09041095890410959,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jarrod Bowen,West Ham,1,25,0,25,20.8,5,5,2,0,53,505,6641,202,148,118,40,16,24,7,308,30,2,4,752,17,109,283,413,95,691,22,50,507,3067,1323,64,39,729,16,35,14,112,20,34,40,29.2,8,6,0,0,55,734,9687,280,243,166,56,15,23,5,365,39,1,5,1065,15,160,431,579,120,993,40,64,768,5477,2363,113,66,1133,19,68,14,175,20,60,0,0,0,1,0,3,1.0,0.0,23.0,0.0,0.005479452054794521,0.0,0.0,0.0,0.0,0.0,0.0,0.0006088280060882801,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jay Rodriguez,Burnley,1,32,0,15,6.3,4,1,3,0,24,73,691,45,19,7,3,12,6,1,77,8,2,0,123,2,17,54,62,17,123,2,4,57,380,140,8,5,190,15,8,4,18,20,27,35,16.9,3,4,3,0,36,283,2682,165,77,18,4,20,28,6,308,27,5,6,470,11,41,214,236,55,467,15,31,279,1198,508,37,23,681,41,25,16,69,46,85,0,0,0,1,0,1,18.0,0.09333333333333334,5.0,0.1232876712328767,0.07397260273972603,0.0,0.0,0.0,0.0,0.0,0.0,0.14075342465753424,0.0,3.0,0.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Jeffrey Schlupp,Crystal Palace,0,29,0,13,5.4,1,0,0,0,9,110,1384,45,43,14,8,9,8,5,80,12,3,6,179,7,39,83,66,13,178,6,11,106,495,253,12,11,146,9,4,5,32,13,6,28,16.5,2,3,3,0,18,429,4887,203,159,39,29,24,37,8,247,35,8,15,675,29,133,323,263,54,661,32,57,426,1989,1028,59,52,554,35,26,21,116,32,43,1,0,0,0,0,3,16.0,0.14,23.0,0.273972602739726,0.3150684931506849,0.0,0.0,0.0,0.0,0.0,0.0006322444678609062,0.12876712328767123,1.0,6.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeremy Ngakia,Watford,1,21,0,12,7.2,0,0,0,0,3,249,3407,90,100,48,18,16,20,12,106,8,1,8,305,22,120,123,80,2,248,8,13,152,712,400,15,4,150,13,3,15,50,15,13,26,18.2,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,40,0,0,0,0,1,0,0,0,2,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010410958904109589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesse Lingard,Manchester Utd,1,29,0,12,3.1,2,1,0,0,9,88,1134,47,33,3,5,1,4,1,55,1,0,1,118,0,13,60,53,9,116,3,6,81,383,222,10,4,129,3,2,3,13,1,1,19,17.8,9,4,3,0,48,669,8598,343,201,83,25,10,15,5,335,7,1,1,850,5,74,441,427,51,793,21,49,627,3971,2523,120,29,866,28,39,12,88,0,6,0,0,0,1,0,3,17.0,0.09333333333333334,17.0,0.1643835616438356,0.0958904109589041,0.20273972602739726,0.0,0.0,0.0,0.0,0.003161222339304531,0.08092729188619599,2.0,3.0,5.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joachim Andersen,Crystal Palace,0,25,0,14,12.5,0,1,3,0,2,767,16426,143,371,247,3,33,13,6,53,12,4,61,890,170,527,393,24,10,866,1,3,567,3169,1526,25,3,642,7,4,8,87,24,17,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4.0,0.15333333333333332,5.0,0.043835616438356165,0.0,0.0,0.0,0.0,0.0,0.0,0.0039573820395738205,0.024048706240487064,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Gelhardt,Leeds United,1,19,0,8,4.0,1,0,2,0,9,53,507,27,14,5,0,2,1,1,77,1,0,1,98,1,9,55,44,19,87,9,16,80,401,242,12,7,110,8,16,1,21,1,12,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Gomez,Liverpool,1,24,0,10,4.8,0,0,0,0,1,144,2575,41,74,25,0,7,2,2,16,2,1,9,160,7,55,99,13,0,147,3,3,109,460,253,6,0,108,3,3,3,23,8,2,12,11.2,0,1,0,0,1,753,15578,156,403,185,0,50,10,1,66,12,3,48,841,105,403,475,7,0,834,4,5,575,2654,1444,37,7,586,11,9,5,166,37,25,0,1,0,0,0,2,10.0,0.26666666666666666,5.0,0.7068493150684931,0.0027397260273972603,0.35342465753424657,0.0,0.0,0.0,0.0,0.0,0.301027397260274,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Joe Rodon,Tottenham,0,24,0,6,4.5,0,0,0,0,0,18,370,4,11,3,0,0,0,0,7,3,2,8,31,10,18,14,1,0,31,0,0,16,49,5,0,0,17,0,1,0,3,1,2,14,9.2,0,0,0,0,0,411,7783,110,219,78,0,25,15,4,78,15,9,51,500,87,301,217,4,1,495,0,0,286,1194,426,5,0,330,3,9,9,73,24,11,0,1,0,0,0,3,1.0,0.21333333333333335,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010958904109589041,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel Ward,Crystal Palace,1,32,0,17,17.0,0,0,5,0,8,997,15112,395,415,161,21,31,28,14,167,38,6,61,1181,87,465,564,218,9,1006,9,16,692,3335,1765,56,16,723,16,11,14,123,39,21,26,25.1,0,1,5,0,2,1078,13152,447,395,171,15,77,46,19,356,49,9,115,1356,126,534,592,284,9,1095,10,14,578,2577,1385,53,8,622,34,14,26,227,59,42,0,1,0,0,0,3,13.0,0.0,23.0,0.12602739726027398,0.14794520547945206,0.06301369863013699,0.03333333333333333,0.0,0.0,0.0,0.0008561643835616438,0.055136986301369866,1.0,5.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joelinton,Newcastle Utd,0,25,0,18,13.5,1,1,3,0,24,425,4731,221,136,31,10,33,26,8,263,27,2,23,647,38,141,313,241,44,639,18,31,424,1963,1073,49,40,547,33,26,16,102,55,63,36,25.3,6,3,3,0,50,590,6190,326,176,35,17,22,44,13,394,37,4,21,935,31,148,485,371,85,923,39,69,629,2852,1427,81,51,1060,37,47,30,135,98,115,1,0,0,0,0,1,9.0,0.0,5.0,0.038356164383561646,0.06301369863013699,0.1506849315068493,0.0,0.0,0.0,0.0,0.0,0.028006088280060883,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John McGinn,Aston Villa,0,27,0,16,15.4,3,2,4,0,21,586,10056,168,224,182,31,16,39,14,223,14,1,14,756,26,164,405,245,14,693,19,31,506,2440,1347,59,19,513,28,44,20,128,15,9,37,37.0,3,5,12,0,46,1398,23733,418,569,349,30,46,74,23,649,39,5,30,1774,71,340,1026,525,58,1714,56,75,1212,5366,2906,124,58,1358,56,94,46,304,27,50,0,0,0,0,1,2,2.0,0.03333333333333333,5.0,0.0,0.4547945205479452,0.0,0.0,0.010958904109589041,0.0,0.04657534246575343,0.00523038605230386,0.04259028642590287,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonjo Shelvey,Newcastle Utd,1,29,0,10,8.0,1,0,4,1,11,383,7633,90,140,147,9,9,8,1,96,8,3,12,447,16,140,229,97,0,396,2,3,255,1147,458,14,4,272,9,8,4,87,6,5,32,31.1,2,3,9,0,46,1418,25957,366,522,504,45,59,48,12,387,35,12,67,1672,86,525,893,343,23,1520,23,29,978,4791,2117,71,12,1113,44,13,26,244,34,26,0,0,0,0,1,1,24.0,0.4266666666666667,17.0,0.13972602739726028,0.2054794520547945,0.35342465753424657,0.04,0.0,0.0,0.0,0.032033719704952585,0.10326659641728135,13.0,4.0,6.0,0.0,3.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Jonjoe Kenny,Everton,1,24,0,4,3.1,0,0,0,0,1,20,346,3,9,8,2,0,2,1,11,2,1,3,31,2,17,8,6,1,27,0,0,13,32,12,1,1,13,1,2,5,8,0,0,8,3.5,0,0,0,0,4,61,783,29,20,8,10,3,1,0,11,2,0,1,70,3,16,21,36,4,57,0,1,35,150,63,2,0,49,4,3,3,8,0,0,0,1,0,0,0,1,4.0,0.0,4.0,0.07945205479452055,0.049315068493150684,0.11506849315068493,0.0,0.0,0.019178082191780823,0.0,0.002397260273972603,0.03047945205479452,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Ayew,Crystal Palace,0,30,0,17,12.6,1,2,1,0,23,391,4371,193,128,43,34,16,28,7,250,24,2,3,596,8,86,318,247,42,591,20,44,458,2772,1593,78,35,539,22,38,21,83,16,32,35,24.6,1,3,4,0,25,654,7192,372,185,41,23,25,52,14,678,29,2,12,1027,19,153,548,420,63,1012,45,86,757,4327,2270,82,79,1207,54,78,33,132,31,110,0,0,0,1,0,3,3.0,0.0,23.0,0.0273972602739726,0.0,0.0273972602739726,0.0,0.0,0.0,0.0,0.040704500978473585,0.005283757338551859,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Henderson,Liverpool,1,31,0,23,18.4,3,4,2,0,24,1405,23161,541,580,239,32,39,24,9,270,17,2,12,1541,29,183,980,471,29,1500,8,16,1058,4456,1963,79,9,1306,25,7,17,196,9,15,28,23.5,1,1,2,0,18,2112,38248,653,959,459,22,78,20,9,235,36,6,54,2283,93,616,1502,322,22,2229,7,14,1555,9074,4777,161,5,1845,16,17,10,284,19,10,0,0,0,0,1,2,28.0,0.13333333333333333,5.0,0.27945205479452057,0.0547945205479452,0.11506849315068493,0.0,0.0,0.0,0.021917808219178082,0.005479452054794521,0.1108675799086758,2.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
